Name,CAS,SMILES,IUPAC_Name
Cyetpyrafen,1253429-01-4,CC(C(=O)O\C(=C(/C#N)\C1=CC=C(C=C1)C(C)(C)C)\C=1N(N=C(C1)C)CC)(C)C,"[(Z)-2-(4-tert-butylphenyl)-2-cyano-1-(2-ethyl-5-methylpyrazol-3-yl)ethenyl] 2,2-dimethylpropanoate"
Trichloronate,327-98-0,C(C)OP(OC1=C(C=C(C(=C1)Cl)Cl)Cl)(=S)CC,"ethoxy-ethyl-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane"
Beta-endosulfan,959-98-8,Cl[C@]12[C@@H]3COS(OC[C@@H]3[C@](C(=C1Cl)Cl)(C2(Cl)Cl)Cl)=O,"(1R,2S,8R,9S)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide"
Fenothiocarb,62850-32-2,CN(C(SCCCCOC1=CC=CC=C1)=O)C,"S-(4-phenoxybutyl) N,N-dimethylcarbamothioate"
Fluenetil,4301-50-2,C1(=CC=CC=C1)C1=CC=C(C=C1)CC(=O)OCCF,2-fluoroethyl 2-(4-phenylphenyl)acetate
Azinphos-methyl,86-50-0,COP(=S)(OC)SCN1N=NC2=C(C1=O)C=CC=C2,"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one"
Hexadecanoic acid,57-10-3,C(CCCCCCCCCCCCCCC)(=O)O,hexadecanoic acid
Imidaclothiz,105843-36-5,ClC=1SC(=CN1)CN1C(=NCC1)N[N+](=O)[O-],"N-[1-[(2-chloro-1,3-thiazol-5-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide"
Cyproflanilide,2375110-88-4,BrC1=C(C(=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)NC(C1=C(C(=CC=C1)N(C(C1=CC=C(C=C1)F)=O)CC1CC1)F)=O,"N-[2-bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)phenyl]-3-[cyclopropylmethyl-(4-fluorobenzoyl)amino]-2-fluorobenzamide"
Exo-brevicomin,20290-99-7,C(C)[C@H]1O[C@@]2(CCC[C@H]1O2)C,"(1R,5S,7R)-7-ethyl-5-methyl-6,8-dioxabicyclo[3.2.1]octane"
Mazidox,7219-78-5,N(=[N+]=[N-])P(=O)(N(C)C)N(C)C,N-[azido(dimethylamino)phosphoryl]-N-methylmethanamine
M-cumenyl methylcarbamate,64-00-6,CNC(OC1=CC(=CC=C1)C(C)C)=O,(3-propan-2-ylphenyl) N-methylcarbamate
Fosthietan,21548-32-3,C(C)OP(=O)(OCC)N=C1SCS1,"N-diethoxyphosphoryl-1,3-dithietan-2-imine"
Spiromesifen,283594-90-1,CC(CC(=O)OC1=C(C(OC12CCCC2)=O)C2=C(C=C(C=C2C)C)C)(C)C,"[2-oxo-3-(2,4,6-trimethylphenyl)-1-oxaspiro[4.4]non-3-en-4-yl] 3,3-dimethylbutanoate"
Fenmezoditiaz,2413390-32-4,ClC=1SC(=CN1)[C@H]1CSC=2N1C(C(=C([N+]2C)[O-])C2=CC=CC=C2)=O,"(3R)-3-(2-chloro-1,3-thiazol-5-yl)-8-methyl-5-oxo-6-phenyl-2,3-dihydro-[1,3]thiazolo[3,2-a]pyrimidin-8-ium-7-olate"
Alpha-cypermethrin,67375-30-8,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Tebufenozide,112410-23-8,C(C)(C)(C)N(NC(C1=CC=C(C=C1)CC)=O)C(C1=CC(=CC(=C1)C)C)=O,"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide"
Ethiprole,181587-01-9,NC1=C(C(=NN1C1=C(C=C(C=C1Cl)C(F)(F)F)Cl)C#N)S(=O)CC,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-ethylsulfinylpyrazole-3-carbonitrile"
Fenpirithrin,68523-18-2,ClC(=CC1C(C1C(=O)OC(C1=NC(=CC=C1)OC1=CC=CC=C1)C#N)(C)C)Cl,"[cyano-(6-phenoxy-2-pyridinyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Cybenzoxasulfyl,2128706-04-5,C1(CC1)C=1C=C(C(=NC1)C=1OC2=C(N1)C=C(C=C2)S(=O)C(F)(F)F)S(=O)(=O)CC,"2-(5-cyclopropyl-3-ethylsulfonyl-2-pyridinyl)-5-(trifluoromethylsulfinyl)-1,3-benzoxazole"
Oxydemeton-methyl,301-12-2,COP(=O)(OC)SCCS(=O)CC,1-dimethoxyphosphorylsulfanyl-2-ethylsulfinylethane
Flufenoxuron,101463-69-8,ClC1=C(OC2=CC(=C(C=C2)NC(=O)NC(C2=C(C=CC=C2F)F)=O)F)C=CC(=C1)C(F)(F)F,"N-[[4-[2-chloro-4-(trifluoromethyl)phenoxy]-2-fluorophenyl]carbamoyl]-2,6-difluorobenzamide"
Linalool,78-70-6,CC(C=C)(CCC=C(C)C)O,"3,7-dimethylocta-1,6-dien-3-ol"
Metaflumizone,139968-49-3,C(#N)C1=CC=C(C=C1)C/C(/C1=CC(=CC=C1)C(F)(F)F)=N\NC(=O)NC1=CC=C(C=C1)OC(F)(F)F,1-[(E)-[2-(4-cyanophenyl)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]-3-[4-(trifluoromethoxy)phenyl]urea
Pyriminostrobin,1257598-43-8,ClC1=C(NC2=NC(=CC(=N2)OCC2=C(C=CC=C2)/C(/C(=O)OC)=C\OC)C(F)(F)F)C=CC(=C1)Cl,"methyl (E)-2-[2-[[2-(2,4-dichloroanilino)-6-(trifluoromethyl)pyrimidin-4-yl]oxymethyl]phenyl]-3-methoxyprop-2-enoate"
Fluorbenside,405-30-1,ClC1=CC=C(C=C1)CSC1=CC=C(C=C1)F,1-chloro-4-[(4-fluorophenyl)sulfanylmethyl]benzene
Cinnamaldehyde,104-55-2,C1(=CC=CC=C1)/C=C/C=O,(E)-3-phenylprop-2-enal
Demeton-O-methyl sulfone,25476-48-6,C(C)S(=O)(=O)CCOP(=S)(OC)OC,2-ethylsulfonylethoxy-dimethoxy-sulfanylidene-lambda5-phosphane
Amidithion,919-76-6,COP(=S)(OC)SCC(=O)NCCOC,2-dimethoxyphosphinothioylsulfanyl-N-(2-methoxyethyl)acetamide
Mipafox,371-86-8,FP(=O)(NC(C)C)NC(C)C,N-[fluoro-(propan-2-ylamino)phosphoryl]propan-2-amine
Fenpropathrin,39515-41-8,CC1(C(C1(C)C)C(=O)OC(C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)C,"[cyano-(3-phenoxyphenyl)methyl] 2,2,3,3-tetramethylcyclopropane-1-carboxylate"
Schradan,152-16-9,CN(P(=O)(N(C)C)OP(=O)(N(C)C)N(C)C)C,N-[bis(dimethylamino)phosphoryloxy-(dimethylamino)phosphoryl]-N-methylmethanamine
Methocrotophos,25601-84-7,P(=O)(O\C(\C)=C\C(=O)N(C)OC)(OC)OC,[(E)-4-[methoxy(methyl)amino]-4-oxobut-2-en-2-yl] dimethyl phosphate
Spinetoram J,187166-40-1,CN([C@H]1CC[C@@H](O[C@@H]1C)O[C@@H]1[C@H](C(C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4CC[C@H]3[C@@H]2CC(O[C@H](CCC1)CC)=O)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1OC)OCC)OC)C)=O)C)C,"(1S,2R,5R,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-7-[(2R,3R,4R,5S,6S)-4-ethoxy-3,5-dimethoxy-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-20-oxatetracyclo[10.10.0.02,10.05,9]docos-11-ene-13,21-dione"
Metofluthrin,240494-70-6,CC1(C(C1\C=C\C)C(=O)OCC1=C(C(=C(C(=C1F)F)COC)F)F)C,"[2,3,5,6-tetrafluoro-4-(methoxymethyl)phenyl]methyl 2,2-dimethyl-3-[(E)-prop-1-enyl]cyclopropane-1-carboxylate"
Phosfolan,947-02-4,C(C)OP(=O)(OCC)N=C1SCCS1,"N-diethoxyphosphoryl-1,3-dithiolan-2-imine"
Amitraz,33089-61-1,CC1=C(C=CC(=C1)C)N=CN(C)C=NC1=C(C=C(C=C1)C)C,"N'-(2,4-dimethylphenyl)-N-[(2,4-dimethylphenyl)iminomethyl]-N-methylmethanimidamide"
Thiocarboxime,25171-63-5,CNC(=O)ON=C(C)SCCC#N,2-cyanoethyl N-(methylcarbamoyloxy)ethanimidothioate
Tetramethrin,7696-12-0,CC1(C(C1C=C(C)C)C(=O)OCN1C(C=2CCCCC2C1=O)=O)C,"(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Protrifenbute,119544-94-4,ClC1=CC=C(C=C1)C(CCCC1=CC(=C(C=C1)F)OC1=CC=CC=C1)C1CC1,4-[4-(4-chlorophenyl)-4-cyclopropylbutyl]-1-fluoro-2-phenoxybenzene
Pyrafluprole,315208-17-4,ClC1=C(C(=CC(=C1)C(F)(F)F)Cl)N1N=C(C(=C1NCC1=NC=CN=C1)SCF)C#N,"1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(fluoromethylsulfanyl)-5-(pyrazin-2-ylmethylamino)pyrazole-3-carbonitrile"
Decarbofuran,1563-67-3,CNC(OC1=CC=CC=2CC(OC21)C)=O,"(2-methyl-2,3-dihydro-1-benzofuran-7-yl) N-methylcarbamate"
Sodium tetrathiocarbonate,7345-69-9,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C([O-])=S.[O-]C([O-])=S.[O-]C([O-])=S.[O-]C([O-])=S,disodium;sulfidosulfanylmethanedithioate
Halfenprox,111872-58-3,BrC(OC1=CC=C(C=C1)C(COCC1=CC(=CC=C1)OC1=CC=CC=C1)(C)C)(F)F,1-[bromo(difluoro)methoxy]-4-[2-methyl-1-[(3-phenoxyphenyl)methoxy]propan-2-yl]benzene
Carene,13466-78-9,CC=1CC2C(C2CC1)(C)C,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene"
Aspon,3244-90-4,C(CC)OP(=S)(OP(=S)(OCCC)OCCC)OCCC,dipropoxyphosphinothioyloxy-dipropoxy-sulfanylidene-lambda5-phosphane
Morphothion,144-41-2,COP(=S)(OC)SCC(=O)N1CCOCC1,2-dimethoxyphosphinothioylsulfanyl-1-morpholin-4-ylethanone
Pirimiphos-methyl,29232-93-7,COP(=S)(OC1=NC(=NC(=C1)C)N(CC)CC)OC,"4-dimethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine"
Acrylonitrile,107-13-1,C(C=C)#N,prop-2-enenitrile
Benfuracarb,82560-54-1,CC1(OC2=C(C1)C=CC=C2OC(=O)N(C)SN(CCC(=O)OCC)C(C)C)C,"ethyl 3-[[(2,2-dimethyl-3H-1-benzofuran-7-yl)oxycarbonyl-methylamino]sulfanyl-propan-2-ylamino]propanoate"
Calcium hydroxide,1305-62-0,[OH-].[OH-].[Ca+2],calcium dihydroxide
Chlormephos,24934-91-6,ClCSP(=S)(OCC)OCC,chloromethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane
Profluthrin,223419-20-3,CC1(C(C1C=CC)C(=O)OCC1=C(C(=C(C(=C1F)F)C)F)F)C,"(2,3,5,6-tetrafluoro-4-methylphenyl)methyl 2,2-dimethyl-3-prop-1-enylcyclopropane-1-carboxylate"
Benzpyrimoxan,1449021-97-9,O1C(OCCC1)C=1C(=NC=NC1)OCC1=CC=C(C=C1)C(F)(F)F,"5-(1,3-dioxan-2-yl)-4-[[4-(trifluoromethyl)phenyl]methoxy]pyrimidine"
Sumithrin,26002-80-2,CC1(C(C1C=C(C)C)C(=O)OCC1=CC(=CC=C1)OC1=CC=CC=C1)C,"(3-phenoxyphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Tetraethyl pyrophosphate,107-49-3,P(=O)(OP(=O)(OCC)OCC)(OCC)OCC,diethoxyphosphoryl diethyl phosphate
Apholate,52-46-0,N1(CC1)P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CC1)N1CC1,"2,2,4,4,6,6-hexakis(aziridin-1-yl)-1,3,5-triaza-2lambda5,4lambda5,6lambda5-triphosphacyclohexa-1,3,5-triene"
Phosphamidon,13171-21-6,P(=O)(OC(C)=C(C(=O)N(CC)CC)Cl)(OC)OC,[3-chloro-4-(diethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate
Thiosultap-monosodium,29547-00-0,CN(C(CSS(=O)(=O)[O-])CSS(=O)(=O)O)C.[Na+],sodium 2-(dimethylamino)-1-sulfonatosulfanyl-3-sulfosulfanylpropane
"P,P'-DDT",12185-10-3,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,phosphane
Diafenthiuron,80060-09-9,C(C)(C)(C)NC(=S)NC1=C(C=C(C=C1C(C)C)OC1=CC=CC=C1)C(C)C,"1-tert-butyl-3-[4-phenoxy-2,6-di(propan-2-yl)phenyl]thiourea"
Benclothiaz,89583-90-4,ClC1=CC=CC=2C=NSC21,"7-chloro-1,2-benzothiazole"
Methyleugenol,93-15-2,COC1=C(C=C(C=C1)CC=C)OC,"1,2-dimethoxy-4-prop-2-enylbenzene"
Dieldrin,60-57-1,Cl[C@@]12[C@H]3[C@@H]4[C@H]5O[C@H]5[C@H]([C@H]3[C@@](C(=C1Cl)Cl)(C2(Cl)Cl)Cl)C4,"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene"
Epofenonane,57342-02-6,C(C)C1(OC1CCC(CCOC1=CC=C(C=C1)CC)CC)C,2-ethyl-3-[3-ethyl-5-(4-ethylphenoxy)pentyl]-2-methyloxirane
Chlorantraniliprole,500008-45-7,BrC1=NN(C(=C1)C(=O)NC1=C(C=C(C=C1C(NC)=O)Cl)C)C1=NC=CC=C1Cl,3-bromo-N-[4-chloro-2-methyl-6-(methylcarbamoyl)phenyl]-1-(3-chloro-2-pyridinyl)pyrazole-5-carboxamide
XMC,2655-14-3,CNC(OC1=CC(=CC(=C1)C)C)=O,"(3,5-dimethylphenyl) N-methylcarbamate"
Kappa-bifenthrin,82657-04-3,Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,"trans-(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate"
Ethyl-DDD,72-56-0,ClC(C(C1=CC=C(C=C1)CC)C1=CC=C(C=C1)CC)Cl,"1-[2,2-dichloro-1-(4-ethylphenyl)ethyl]-4-ethylbenzene"
Methoprene,40596-69-8,COC(CCCC(C/C=C/C(=C/C(=O)OC(C)C)/C)C)(C)C,"propan-2-yl (2E,4E)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate"
Dixanthogen,502-55-6,C(C)OC(=S)SSC(OCC)=S,O-ethyl (ethoxycarbothioyldisulfanyl)methanethioate
Dimethrin,70-38-2,CC1(C(C1C=C(C)C)C(=O)OCC1=C(C=C(C=C1)C)C)C,"(2,4-dimethylphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Dimethylvinphos,2274-67-1,P(=O)(OC(=CCl)C1=C(C=C(C=C1)Cl)Cl)(OC)OC,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] dimethyl phosphate"
Berberine,2086-83-1,COC=1C2=C[N+]=3CCC4=CC=5OCOC5C=C4C3C=C2C=CC1OC,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene"
Propargite,2312-35-8,S(=O)(OC1C(CCCC1)OC1=CC=C(C=C1)C(C)(C)C)OCC#C,[2-(4-tert-butylphenoxy)cyclohexyl] prop-2-ynyl sulfite
Sodium ferric EDTA,15708-41-5,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,sodium;2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate;iron(3+)
Fenchlorphos,299-84-3,COP(OC1=C(C=C(C(=C1)Cl)Cl)Cl)(=S)OC,"dimethoxy-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane"
Dinoterbon,6073-72-9,C(OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)(C)C)(OCC)=O,"(2-tert-butyl-4,6-dinitrophenyl) ethyl carbonate"
Malonoben,10537-47-0,C(C)(C)(C)C=1C=C(C=C(C1O)C(C)(C)C)C=C(C#N)C#N,"2-[(3,5-ditert-butyl-4-hydroxyphenyl)methylidene]propanedinitrile"
Tau-fluvalinate,102851-06-9,ClC1=C(N[C@@H](C(=O)OC(C2=CC(=CC=C2)OC2=CC=CC=C2)C#N)C(C)C)C=CC(=C1)C(F)(F)F,[cyano-(3-phenoxyphenyl)methyl] (2R)-2-[2-chloro-4-(trifluoromethyl)anilino]-3-methylbutanoate
Quintiofos,1776-83-6,C(C)OP(=S)(OC=1C=CC=C2C=CC=NC12)C1=CC=CC=C1,ethoxy-phenyl-quinolin-8-yloxy-sulfanylidene-lambda5-phosphane
Disulfoton sulfoxide,2497-07-6,C(C)OP(=S)(SCCS(=O)CC)OCC,diethoxy-(2-ethylsulfinylethylsulfanyl)-sulfanylidene-lambda5-phosphane
Dioxathion,78-34-2,C(C)OP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC,"(3-diethoxyphosphinothioylsulfanyl-1,4-dioxan-2-yl)sulfanyl-diethoxy-sulfanylidene-lambda5-phosphane"
"O,P'-DDT",7782-44-7,O=O,molecular oxygen
Diazinon,333-41-5,C(C)OP(=S)(OC1=NC(=NC(=C1)C)C(C)C)OCC,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane
Tolfenpyrad,129558-76-5,ClC=1C(=NN(C1C(=O)NCC1=CC=C(C=C1)OC1=CC=C(C=C1)C)C)CC,4-chloro-3-ethyl-1-methyl-N-[[4-(4-methylphenoxy)phenyl]methyl]pyrazole-5-carboxamide
Sanguinarine,2447-54-3,C[N+]=1C=C2C=3OCOC3C=CC2=C2C=CC3=CC=4OCOC4C=C3C12,"24-methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(24),2,4(8),9,11,13,15,17(21),22-nonaene"
Amiton,78-53-5,C(C)OP(=O)(OCC)SCCN(CC)CC,"2-diethoxyphosphorylsulfanyl-N,N-diethylethanamine"
Aldrin,309-00-2,Cl[C@@]12[C@H]3[C@@H]4C=C[C@H]([C@H]3[C@@](C(=C1Cl)Cl)(C2(Cl)Cl)Cl)C4,"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene"
4-allylanisole,140-67-0,COC1=CC=C(C=C1)CC=C,1-methoxy-4-prop-2-enylbenzene
Pirimiphos-ethyl,23505-41-1,C(C)OP(=S)(OC1=NC(=NC(=C1)C)N(CC)CC)OCC,"4-diethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine"
Gamma-cyhalothrin,76703-62-3,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate"
Methiocarb,2032-65-7,CNC(OC1=CC(=C(C(=C1)C)SC)C)=O,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate"
Sulprofos,35400-43-2,C(C)OP(=S)(SCCC)OC1=CC=C(C=C1)SC,ethoxy-(4-methylsulfanylphenoxy)-propylsulfanyl-sulfanylidene-lambda5-phosphane
Broflanilide,1207727-04-5,C(C1=CC=CC=C1)(=O)N(C=1C(=C(C(=O)NC2=C(C=C(C=C2C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)F)Br)C=CC1)F)C,"3-[benzoyl(methyl)amino]-N-[2-bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)phenyl]-2-fluorobenzamide"
"O,O'-DDT",7782-44-7,O=O,molecular oxygen
Carbofuran,1563-66-2,CNC(OC1=CC=CC=2CC(OC21)(C)C)=O,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate"
Cycloxaprid,1203791-41-6,ClC1=CC=C(C=N1)CN1CCN2[C@H]3CC[C@@H](C(=C12)[N+](=O)[O-])O3,"(1R,8S)-5-[(6-chloro-3-pyridinyl)methyl]-7-nitro-11-oxa-2,5-diazatricyclo[6.2.1.02,6]undec-6-ene"
Calcium arsenate,7778-44-1,[As](=O)([O-])([O-])O[As](=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],tricalcium diarsorate
Copper acetoarsenite,12002-03-8,[Cu++].[Cu++].[Cu++].[Cu++].CC([O-])=O.CC([O-])=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O,tetracopper;oxoarsinite;diacetate
Fluchlordiniliprole,2129147-03-9,BrC1=NN(C(=C1)C(=O)NC1=C(C(=C(C=C1Cl)Cl)F)C(NC)=O)C1=NC=CC=C1Cl,"3-bromo-1-(3-chloro-2-pyridinyl)-N-[4,6-dichloro-3-fluoro-2-(methylcarbamoyl)phenyl]pyrazole-5-carboxamide"
Resmethrin,10453-86-8,CC1(C(C1C=C(C)C)C(=O)OCC1=COC(=C1)CC1=CC=CC=C1)C,"(5-benzylfuran-3-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Demephion-O,682-80-4,COP(=S)(OCCSC)OC,dimethoxy-(2-methylsulfanylethoxy)-sulfanylidene-lambda5-phosphane
Prallethrin,23031-36-9,CC1(C(C1C=C(C)C)C(=O)OC1C(=C(C(C1)=O)CC#C)C)C,"(2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Flumetnicam,158062-71-6,FC(C1=C(C=NC=C1)C(=O)N)(F)F,4-(trifluoromethyl)pyridine-3-carboxamide
Furathiocarb,65907-30-4,C(CCC)OC(=O)N(C)SN(C(OC1=CC=CC=2CC(OC21)(C)C)=O)C,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-[butoxycarbonyl(methyl)amino]sulfanyl-N-methylcarbamate"
Sucrose,57-50-1,O[C@@H]1[C@](O[C@@H]([C@H]1O)CO)(CO)O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"
Butoxycarboxim,34681-23-7,CNC(ON=C(C)C(C)S(=O)(=O)C)=O,(3-methylsulfonylbutan-2-ylideneamino) N-methylcarbamate
Dioxacarb,6988-21-2,CNC(OC1=C(C=CC=C1)C1OCCO1)=O,"[2-(1,3-dioxolan-2-yl)phenyl] N-methylcarbamate"
Metolcarb,1129-41-5,CNC(OC1=CC(=CC=C1)C)=O,(3-methylphenyl) N-methylcarbamate
Borax,1303-96-4,O.O.O.O.O.O.O.O.[Na+].[Na+].OB1O[B-]2(O)OB(O)O[B-](O)(O1)O2,"disodium;3,7-dioxido-2,4,6,8,9-pentaoxa-1,3,5,7-tetraborabicyclo[3.3.1]nonane;decahydrate"
Quinothion,22439-40-3,C(C)OP(=S)(OC1=CC(=NC2=CC=CC=C12)C)OCC,diethoxy-(2-methylquinolin-4-yl)oxy-sulfanylidene-lambda5-phosphane
Quwenzhi,52304-36-6,C(C)(=O)N(CCC(=O)OCC)CCCC,ethyl 3-[acetyl(butyl)amino]propanoate
Pyrimidifen,105779-78-0,ClC=1C(=NC=NC1CC)NCCOC1=C(C(=C(C=C1)CCOCC)C)C,"5-chloro-N-[2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl]-6-ethylpyrimidin-4-amine"
Flupentiofenox,1472050-04-6,FC=1C(=CC(=C(C1)O)S(=O)CC(F)(F)F)OCCCCCSC(F)(F)F,"5-fluoro-2-(2,2,2-trifluoroethylsulfinyl)-4-[5-(trifluoromethylsulfanyl)pentoxy]phenol"
Etofenprox,80844-07-1,C(C)OC1=CC=C(C=C1)C(COCC1=CC(=CC=C1)OC1=CC=CC=C1)(C)C,1-ethoxy-4-[2-methyl-1-[(3-phenoxyphenyl)methoxy]propan-2-yl]benzene
Isofenphos-methyl,99675-03-3,COP(=S)(OC1=C(C(=O)OC(C)C)C=CC=C1)NC(C)C,propan-2-yl 2-[methoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate
Flupyroxystrobin,114077-75-7,CO/C=C(/C(=O)OC)\C1=C(C=CC=C1)OC1=NC=CC(=C1)C(F)(F)F,methyl (E)-3-methoxy-2-[2-[[4-(trifluoromethyl)-2-pyridinyl]oxy]phenyl]prop-2-enoate
Beta-cyfluthrin,1820573-27-0,ClC(=CC1C([C@H]1C(=O)O[C@H](C1=CC(=C(C=C1)F)OC1=CC=CC=C1)C#N)(C)C)Cl,"[(R)-cyano-(4-fluoro-3-phenoxyphenyl)methyl] (1S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Pyridafenthion,119-12-0,C(C)OP(=S)(OC=1C=CC(N(N1)C1=CC=CC=C1)=O)OCC,6-diethoxyphosphinothioyloxy-2-phenylpyridazin-3-one
Trifenofos,38524-82-2,ClC1=C(C(=CC(=C1)Cl)Cl)OP(=O)(SCCC)OCC,"1,3,5-trichloro-2-[ethoxy(propylsulfanyl)phosphoryl]oxybenzene"
Athidathion,19691-80-6,C(C)OP(=S)(OCC)SCN1C(SC(=N1)OC)=O,"3-(diethoxyphosphinothioylsulfanylmethyl)-5-methoxy-1,3,4-thiadiazol-2-one"
Dimefox,115-26-4,CN(P(=O)(F)N(C)C)C,N-[dimethylamino(fluoro)phosphoryl]-N-methylmethanamine
Sulfoxaflor,946578-00-3,CS(C(C)C=1C=NC(=CC1)C(F)(F)F)(=O)=NC#N,[methyl-oxo-[1-[6-(trifluoromethyl)-3-pyridinyl]ethyl]-lambda6-sulfanylidene]cyanamide
Dinobuton,973-21-7,C(OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC)(OC(C)C)=O,"(2-butan-2-yl-4,6-dinitrophenyl) propan-2-yl carbonate"
Isocarbophos,24353-61-5,NP(=S)(OC1=C(C(=O)OC(C)C)C=CC=C1)OC,propan-2-yl 2-[amino(methoxy)phosphinothioyl]oxybenzoate
